,Code,Product label,,,,,,,,,,,,HS6Desc,BEC5Code1
2665,293020,Thiocarbamates and dithiocarbamates (excluding inorganic or organic compounds of mercury),,,,,,,,,,,,Organo-sulphur compounds; thiocarbamates and dithiocarbamates,211220
2666,293750,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues, ...",,,,,,,,,,,,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues",711220
2667,381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,,,,,,,,,,,,"Hydraulic fluids; for brakes and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals",511220
2668,410449,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the dry state """"crust"""", ...""",,,,,,,,,,,,"Tanned or crust hides and skins; bovine or equine, without hair on, in the dry state (crust), (other than full grains, unsplit; grain splits)",111210
2669,293214,Sucralose,,,,,,,,,,,,"Heterocyclic compounds; with oxygen hetero-atom(s) only, containing an unfused furan ring (whether or not hydrogenated) in the structure, sucralose",211220
2670,830110,Padlocks of base metal,,,,,,,,,,,,"Padlocks; (key, combination or electrically operated), of base metal",311220
2671,940382,"Furniture of bamboo (excl. seats and medical, surgical, dental or veterinary furniture)",,,,,,,,,,,,Furniture; of bamboo,313202
2672,381300,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,,,,,,,,,,,,Fire-extinguishers; preparations and charges and charged fire-extinguishing grenades,211220
2673,292211,Monoethanolamine and its salts,,,,,,,,,,,,"Amino-alcohols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, monoethanolamine and its salts",211220
2674,30549,"Smoked fish, incl. fillets (excluding offal, Pacific salmon, Atlantic salmon, Danube salmon, ...",,,,,,,,,,,,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",113101
2675,630293,"Toilet linen and kitchen linen of man-made fibres (excluding floorcloths, polishing cloths, ...",,,,,,,,,,,,Toilet and kitchen linen; of man-made fibres,413202
2676,293625,"Vitamin B6 and its derivatives, used primarily as vitamins",,,,,,,,,,,,"Vitamins; vitamin B6 and its derivatives, unmixed",711210
2677,481149,"Gummed or adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in ...",,,,,,,,,,,,"Paper and paperboard; gummed or adhesive paper and paperboard (excluding self-adhesive), in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",611220
2678,960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",,,,,,,,,,,,"Pens; ball-point, refills comprising the ball point and ink-reservoir",311220
2679,600633,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...""",,,,,,,,,,,,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, of yarns of different colours",411220
2680,252210,Quicklime,,,,,,,,,,,,Quicklime; excluding calcium oxide and hydroxide of heading no. 2825,311210
2681,481099,"Paper and paperboard, coated on one or both sides with kaolin """"China clay"""" or other inorganic ...""",,,,,,,,,,,,"Paper and paperboard; coated with inorganic substances only, whether or not surface-coloured, surface-decorated or printed, n.e.c. in heading no. 4810, in rolls or sheets",611220
2682,620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",,,,,,,,,,,,"Garments and clothing accessories; babies', of cotton (not knitted or crocheted)",413202
2683,291813,Salts and esters of tartaric acid,,,,,,,,,,,,"Acids; carboxylic acids, (with alcohol function but without other oxygen function); salts and esters of tartaric acid",211220
2684,843229,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or ...",,,,,,,,,,,,"Harrows; (excluding disc), scarifiers, cultivators, weeders and hoes",112010
2685,732391,"Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled ...",,,,,,,,,,,,"Cast iron; table, kitchen and other household articles and parts thereof, of cast iron, not enamelled",313202
2686,480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",,,,,,,,,,,,"Paper and paperboard; uncoated, semi-chemical fluting paper, rolls or sheets",611210
2687,842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",,,,,,,,,,,,"Cranes and derricks; for other than mounting on road vehicles, n.e.c. in heading no. 8426",512010
2688,121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",,,,,,,,,,,,"Hop cones; ground, powdered or in the form of pellets; lupulin",1111
2689,440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",,,,,,,,,,,,Wood; wood wool and wood flour,111210
2690,283321,Sulphate of magnesium,,,,,,,,,,,,Sulphates; of magnesium,211220
2691,200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",,,,,,,,,,,,"Vegetable preparations; mushrooms of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid",113201
2692,847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),,,,,,,,,,,,Machines; for making rope or cable,312010
2693,350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",,,,,,,,,,,,"Albumins; egg albumin, dried",111210
2694,292142,Aniline derivatives and their salts,,,,,,,,,,,,"Amine-function-compounds; aromatic monoamines and their derivatives, aniline derivatives and their salts",211220
2695,292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",,,,,,,,,,,,"Amino-aldehydes, amino-ketones and amino-quinones; other than those containing more than one kind of oxygen function; salts thereof, excluding amfepramone (INN), methadone (INN), and normethadone (INN) and salts thereof",211220
2696,843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.",,,,,,,,,,,,Machinery; parts of machinery for making pulp of fibrous cellulosic material,111210
2697,920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",,,,,,,,,,,,Musical instruments; parts and accessories for string musical instruments other than keyboard instruments,711220
2698,930599,"Parts and accessories for weapons and the like of heading 9303 or 9304, n.e.s. (excluding of ...",,,,,,,,,,,,"Firearms; parts and accessories, of firearms other than the military weapons of heading 9301",811220
2699,700800,Multiple-walled insulating units of glass,,,,,,,,,,,,Glass; multiple-walled insulating units of glass,511220
2700,846719,"Pneumatic tools for working in the hand, non-rotary type",,,,,,,,,,,,"Tools; for working in the hand, pneumatic, other than rotary type",312010
2701,270820,Pitch coke obtained from coal tar or from other mineral tars,,,,,,,,,,,,Pitch coke; obtained from coal tar or from other mineral tars,211220
2702,382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",,,,,,,,,,,,"Mixtures containing halogenated derivatives of methane, ethane or propane; containing hydrochlorofluorocarbons (HCFCs), whether or not containing perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs)",211210
2703,280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),,,,,,,,,,,,Alkali or alkali-earth metals; other than sodium and calcium,211220
2704,151521,Crude maize oil,,,,,,,,,,,,"Vegetable oils; maize (corn) oil and its fractions, crude, not chemically modified",111210
2705,841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding those ...",,,,,,,,,,,,"Furnaces and ovens; including incinerators, non-electric, for industrial or laboratory use, n.e.c. in heading no. 8417",312010
2706,722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",,,,,,,,,,,,"Steel, alloy; flat-rolled, width less than 600mm, of silicon-electrical steel, other than grain-oriented",511210
2707,870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,,,,,,,,,,,,Vehicles; bodies (including cabs) for the motor vehicles of heading no. 8703,511220
2708,853310,"Fixed carbon resistors, composition or film types (excluding heating resistors)",,,,,,,,,,,,"Electrical resistors; fixed carbon resistors, composition or film types (including rheostats and potentiometers but excluding heating resistors)",311220
2709,540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",,,,,,,,,,,,"Fabrics, woven; of synthetic filament yarn, dyed, n.e.c. in heading 5407",411220
2710,844859,"Parts and accessories of machines of heading 8447, n.e.s.",,,,,,,,,,,,"Machines; parts and accessories of machines or auxiliary machinery of heading no. 8447, other than sinkers, needles and other articles used in forming stitches",411210
2711,401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",,,,,,,,,,,,Rubber; tyres n.e.c. in heading no. 4012,511210
2712,845522,Cold-rolling mills for metal (excluding tube mills),,,,,,,,,,,,Metal-rolling mills; cold,212010
2713,30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",,,,,,,,,,,,"Fish; frozen, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101
2714,110811,Wheat starch,,,,,,,,,,,,Starch; wheat,111210
2715,330430,Manicure or pedicure preparations,,,,,,,,,,,,Cosmetic and toilet preparations; manicure or pedicure preparations,713101
2716,283529,"Phosphates (excluding phosphates of monosodium, disodium, potassium, calcium and mercury)",,,,,,,,,,,,"Phosphates; (other than of mono- or disodium, other than of potassium or of calcium hydrogenorthophosphate (dicalcium phosphate) and excluding other phosphates of calcium), whether or not chemically defined",211220
2717,520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",,,,,,,,,,,,"Cotton yarn; (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",411220
2718,310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ...",,,,,,,,,,,,"Fertilizers, animal or vegetable; whether or not mixed together or chemically treated; fertilizers, produced by the mixing or chemical treatment of animal or vegetable products",111210
2719,170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",,,,,,,,,,,,"Sugars; fructose, other than chemically pure fructose, and fructose syrup (containing in the dry state more than 50% by weight of fructose), excluding invert sugar",111210
2720,854071,Magnetrons,,,,,,,,,,,,"Tubes; microwave, magnetrons, excluding grid-controlled tubes",311220
2721,851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",,,,,,,,,,,,"Windscreen wipers, defrosters and demisters; electrical, of kinds used for cycles or motor vehicles",511220
2722,292217,Methyldiethanolamine and ethyldiethanolamine,,,,,,,,,,,,"Amino-alcohols, other than those containing more than one kind of oxygen function; their ethers and esters; salts thereof, Methyldiethanolamine and ethyldiethanolamine",211220
2723,830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",,,,,,,,,,,,"Hooks, eyes and eyelets; of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles",311220
